SemiMajor Axis,Inclination,Number of Sats,Planes,Spacing Factor,COV Wertz,COV Wertz w/ 35 degree elevation angle,COV from propagation,DeltaV/day [km/s^2/day],Inc Maintenance,RAAN Maintenance,a and ecc Maintenance
10500,55,18,6,2,1.50216,0.577236571,1.5038,0.004652265,0.002436593,0.001874741,0.000340931
10500,55,21,7,2,1.75252,0.673442666,1.754,0.005028347,0.002607881,0.001840715,0.000579752
10500,55,24,8,2,2.00288,0.769648761,2.0004,0.004584608,0.00223099,0.001879599,0.000474019
10500,55,27,9,2,2.25324,0.865854856,2.2532,0.004641044,0.002373012,0.001852178,0.000415854
10500,55,20,10,2,1.669066667,0.641373968,1.6686,0.004531223,0.002201512,0.001821451,0.000508261
11500,55,24,2,2,2.037412174,0.79069872,2.0386,0.003640121,0.002221371,0.000082364,0.001336386
11500,55,21,3,2,1.782735652,0.69186138,1.7828,0.005609093,0.002994119,0.001514554,0.00110042
11500,55,20,4,2,1.697843478,0.6589156,1.7008,0.004428832,0.001501546,0.00199723,0.000930055
11500,55,25,5,2,2.122304348,0.8236445,2.1244,0.006087951,0.003216461,0.001972714,0.000898776
11500,55,18,6,2,1.52805913,0.59302404,1.5282,0.006344746,0.003446592,0.002028429,0.000869725
11500,55,21,7,2,1.782735652,0.69186138,1.7806,0.006132564,0.003043644,0.001996837,0.001092084
11500,55,24,8,2,2.037412174,0.79069872,2.0356,0.005900131,0.002925498,0.002037922,0.000936712
11500,55,27,9,2,2.292088696,0.88953606,2.2918,0.005825735,0.003034421,0.002011606,0.000779709
11500,55,20,10,2,1.697843478,0.6589156,1.6976,0.005491702,0.002778192,0.002031272,0.000682237
12500,55,24,2,2,2.0664192,0.80853197,2.0682,0.003730047,0.001804194,0.000062366,0.001863487
12500,55,21,3,2,1.8081168,0.707465474,1.8066,0.005652415,0.002900464,0.001595471,0.001156479
12500,55,20,4,2,1.722016,0.673776642,1.7238,0.005089571,0.002070744,0.002118753,0.000900074
12500,55,25,5,2,2.15252,0.842220803,2.151,0.006785063,0.003595041,0.002087644,0.001102378
12500,55,18,6,2,1.5498144,0.606398978,1.551,0.006984708,0.003686002,0.002184438,0.001114268
