3000,55,114,2,2,4.79788,1.213762927,4.8056,0.000221393,0.000174002,0.000019925,0.000027466
3000,55,33,3,2,1.38886,0.351352426,1.3898,0.001161873,0.000610691,0.0005368,0.000014382
3000,55,40,4,2,1.683466667,0.425881729,1.6826,0.000735146,0.000182182,0.000538662,0.000014303
3000,55,35,5,2,1.473033333,0.372646513,1.4736,0.001175915,0.000619905,0.000539952,0.000016059
3000,55,42,6,2,1.76764,0.447175815,1.766,0.00114166,0.000590651,0.000540458,0.000010551
3000,55,35,7,2,1.473033333,0.372646513,1.477,0.001160541,0.000606699,0.000542448,0.000011395
3000,55,40,8,2,1.683466667,0.425881729,1.683,0.00110143,0.000545586,0.000542548,0.000013296
3000,55,36,9,2,1.51512,0.383293556,1.5202,0.001157911,0.000603478,0.000543189,0.000011244
3000,55,40,10,2,1.683466667,0.425881729,1.6828,0.0011509,0.000596081,0.000543189,0.00001163
3250,55,54,2,2,2.513243077,0.678408669,2.5184,0.000265209,0.000222728,0.000026354,0.000016126
3250,55,30,3,2,1.396246154,0.376893705,1.3986,0.001266667,0.000669566,0.000581508,0.000015593
3250,55,28,4,2,1.303163077,0.351767458,1.302,0.000802396,0.000201003,0.000587635,0.000013758
3250,55,35,5,2,1.628953846,0.439709323,1.6282,0.001275082,0.000673277,0.00058838,0.000013425
3250,55,42,6,2,1.954744615,0.527651187,1.9534,0.001246698,0.000642734,0.000588627,0.000015337
3250,55,35,7,2,1.628953846,0.439709323,1.6276,0.001264389,0.000659939,0.000589091,0.000015359
3250,55,40,8,2,1.861661538,0.50252494,1.8606,0.001192715,0.000591004,0.000589051,0.00001266
3250,55,36,9,2,1.675495385,0.452272446,1.6752,0.001256214,0.000654491,0.000587992,0.000013731
3250,55,40,10,2,1.861661538,0.50252494,1.8628,0.001251935,0.000648746,0.000587992,0.000015197
3500,55,42,2,2,2.11512,0.6001568,2.1172,0.000275591,0.000213129,0.000023478,0.000038984
3500,55,30,3,2,1.5108,0.428683428,1.5074,0.001364265,0.000716367,0.000619371,0.000028528
3500,55,28,4,2,1.41008,0.400104533,1.4114,0.000862047,0.000214032,0.000627681,0.000020334
3500,55,30,5,2,1.5108,0.428683428,1.5144,0.001381829,0.000725316,0.000631232,0.000025281
3500,55,36,6,2,1.81296,0.514420114,1.8142,0.001344737,0.000690846,0.00063184,0.000022051
3500,55,35,7,2,1.7626,0.500130667,1.7622,0.001363534,0.000708326,0.000633314,0.000021894
3500,55,40,8,2,2.0144,0.571577905,2.0162,0.001291531,0.000637056,0.000633398,0.000021077
3500,55,36,9,2,1.81296,0.514420114,1.8118,0.00135688,0.000703149,0.00063328,0.000020451
3500,55,30,10,2,1.5108,0.428683428,1.5058,0.001355421,0.000702147,0.000633341,0.000019932
3750,55,38,2,2,2.039434667,0.60212048,2.0426,0.000325443,0.000272393,0.000030903,0.000022148
3750,55,27,3,2,1.449072,0.427822446,1.451,0.001466779,0.000775437,0.000668407,0.000022935
3750,55,24,4,2,1.288064,0.380286619,1.2898,0.000932054,0.000232678,0.000678678,0.000020698
3750,55,30,5,2,1.61008,0.475358274,1.6114,0.001474857,0.000777449,0.000679346,0.000018063
3750,55,36,6,2,1.932096,0.570429929,1.9322,0.001446258,0.000740589,0.000679506,0.000026163
3750,55,28,7,2,1.502741333,0.443667722,1.4978,0.001461926,0.000764317,0.000678059,0.000019549
3750,55,32,8,2,1.717418667,0.507048825,1.7146,0.001385065,0.000686546,0.000678059,0.000020461
3750,55,27,9,2,1.449072,0.427822446,1.4508,0.001456885,0.000760637,0.000678196,0.000018052
3750,55,30,10,2,1.61008,0.475358274,1.6094,0.001456782,0.000758755,0.000678339,0.000019688
4000,55,34,2,2,1.92321,0.586512505,1.9248,0.000311956,0.000256911,0.000030938,0.000024107
4000,55,27,3,2,1.527255,0.46575993,1.5272,0.001559052,0.000829084,0.000722429,0.00000754
4000,55,24,4,2,1.35756,0.414008827,1.357,0.000992564,0.000261872,0.000720474,0.000010219
4000,55,30,5,2,1.69695,0.517511034,1.6996,0.001563156,0.000831831,0.000721476,0.00000985
4000,55,36,6,2,2.03634,0.62101324,2.039,0.001533904,0.000801104,0.00072178,0.00001102
4000,55,28,7,2,1.58382,0.483010298,1.5814,0.001549324,0.00081567,0.000723346,0.000010308
4000,55,32,8,2,1.81008,0.552011769,1.8112,0.001473733,0.000738675,0.000723348,0.00001171
4000,55,27,9,2,1.527255,0.46575993,1.5264,0.001550332,0.00081227,0.000725529,0.000012534
4000,55,30,10,2,1.69695,0.517511034,1.697,0.001541098,0.000803989,0.000725467,0.000011642
4250,55,32,2,2,1.89184,0.592737056,1.8932,0.000306526,0.000253998,0.000040498,0.00001203
4250,55,27,3,2,1.59624,0.500121891,1.5982,0.001652114,0.000869768,0.000766173,0.000016173
4250,55,24,4,2,1.41888,0.444552792,1.4142,0.00103572,0.000248938,0.000771602,0.00001518
4250,55,30,5,2,1.7736,0.55569099,1.7732,0.001650722,0.000868342,0.000771661,0.000010718
4250,55,30,6,2,1.7736,0.55569099,1.7712,0.001621241,0.000827553,0.000770116,0.000023572
4250,55,28,7,2,1.65536,0.518644924,1.6564,0.001651445,0.00086292,0.000767666,0.000020859
4250,55,32,8,2,1.89184,0.592737056,1.8882,0.001561793,0.000773241,0.000767677,0.000020875
4250,55,27,9,2,1.59624,0.500121891,1.5952,0.001642227,0.000855441,0.000769011,0.000017775
4250,55,30,10,2,1.7736,0.55569099,1.7722,0.001636613,0.000849744,0.000769096,0.000017773
4500,55,30,2,2,1.841733333,0.590385891,1.8422,0.000430582,0.000359586,0.000038031,0.000032965
4500,55,27,3,2,1.65756,0.531347302,1.6572,0.001772696,0.000937975,0.000796273,0.000038449
4500,55,24,4,2,1.473386667,0.472308713,1.473,0.00113875,0.000291005,0.000813321,0.000034424
4500,55,30,5,2,1.841733333,0.590385891,1.8394,0.001785331,0.000940483,0.000814504,0.000030343
4500,55,30,6,2,1.841733333,0.590385891,1.8416,0.001746893,0.000885409,0.000815158,0.000046326
4500,55,28,7,2,1.718951111,0.551026832,1.7184,0.001765513,0.000921322,0.000812872,0.000031318
4500,55,24,8,2,1.473386667,0.472308713,1.4742,0.001689513,0.000841263,0.000812658,0.000035592
4500,55,27,9,2,1.65756,0.531347302,1.658,0.001760079,0.00091772,0.000812999,0.00002936
4500,55,30,10,2,1.841733333,0.590385891,1.8404,0.001763642,0.000918501,0.000813236,0.000031905
4750,55,30,2,2,1.902694737,0.622020455,1.9016,0.000376587,0.000299735,0.000041047,0.000035805
4750,55,24,3,2,1.522155789,0.497616364,1.5188,0.001864008,0.000982325,0.000841857,0.000039826
4750,55,24,4,2,1.522155789,0.497616364,1.5178,0.00118208,0.000285141,0.000858145,0.000038794
