 3000.000000000	   55.000000000	   81.000000000	    3.000000000	    2.000000000	   20.000000000	    3.177666667	    0.627202913	    0.940900685	    0.784208067	    0.576703834
 3000.000000000	   55.000000000	   72.000000000	    4.000000000	    2.000000000	   20.000000000	    2.819000000	    0.445962248	    0.618197312	    0.551519976	    0.450065441
 3000.000000000	   55.000000000	   78.000000000	    6.000000000	    2.000000000	   20.000000000	    3.069666667	    0.444108857	    0.950671625	    0.788673475	    0.549441089
 3000.000000000	   55.000000000	   72.000000000	    8.000000000	    2.000000000	   20.000000000	    2.826333333	    0.385702519	    1.068759291	    0.770090217	    0.472219501
 3000.000000000	   55.000000000	   70.000000000	   10.000000000	    2.000000000	   20.000000000	    2.748000000	    0.369638516	    1.059065623	    0.783468790	    0.586123890
 3000.000000000	   55.000000000	   72.000000000	   12.000000000	    2.000000000	   20.000000000	    2.819333333	    0.421879108	    1.014193811	    0.776454888	    0.488904086
 3000.000000000	   55.000000000	   84.000000000	   14.000000000	    2.000000000	   20.000000000	    3.295333333	    0.440296459	    1.019260258	    0.778191574	    0.587043426
 3000.000000000	   55.000000000	   96.000000000	   16.000000000	    2.000000000	   20.000000000	    3.761000000	    0.450522874	    1.049358654	    0.777563644	    0.488873117
 3250.000000000	   55.000000000	   66.000000000	    3.000000000	    2.000000000	   20.000000000	    2.973000000	    0.443497364	    1.009396596	    0.841146342	    0.661829056
 3250.000000000	   55.000000000	   60.000000000	    4.000000000	    2.000000000	   20.000000000	    2.698666667	    0.419837319	    0.699781863	    0.628212411	    0.491276273
 3250.000000000	   55.000000000	   66.000000000	    6.000000000	    2.000000000	   20.000000000	    2.968666667	    0.385068320	    1.029644687	    0.862517255	    0.653029438
 3250.000000000	   55.000000000	   56.000000000	    8.000000000	    2.000000000	   20.000000000	    2.513666667	    0.407951089	    1.179188714	    0.840438475	    0.492570647
 3250.000000000	   55.000000000	   70.000000000	   10.000000000	    2.000000000	   20.000000000	    3.150000000	    0.359422788	    1.169463636	    0.858541469	    0.620234216
 3250.000000000	   55.000000000	   60.000000000	   12.000000000	    2.000000000	   20.000000000	    2.697000000	    0.360538007	    1.127694607	    0.851347377	    0.524275853
 3250.000000000	   55.000000000	   70.000000000	   14.000000000	    2.000000000	   20.000000000	    3.142666667	    0.370892925	    1.112113105	    0.851736375	    0.627638700
 3250.000000000	   55.000000000	   80.000000000	   16.000000000	    2.000000000	   20.000000000	    3.595000000	    0.427709847	    1.151879515	    0.850384648	    0.524130764
