9500,45,93,3,2,45,2.8902,0.581654779,0.003544158,0.001625297,0.001863187,0.000055674
9500,45,84,4,2,45,2.6088,0.507957263,0.002242835,0.000339006,0.001853012,0.000050817
9500,45,102,6,2,45,3.1704,0.559997712,0.003545786,0.001653327,0.001844751,0.000047708
9500,45,88,8,2,45,2.7334,0.504399503,0.003342477,0.001465558,0.001823343,0.000053576
9500,45,110,10,2,45,3.417,0.627427019,0.00356981,0.001695,0.001822171,0.000052639
9500,45,108,12,2,45,3.354,0.581293301,0.003483621,0.00162184,0.001809908,0.000051874
9500,45,126,14,2,45,3.9074,0.685050753,0.003561763,0.00170073,0.001809415,0.000051618
9500,45,128,16,2,45,3.9748,0.68649562,0.003522165,0.001667383,0.001804086,0.000050696
9500,46,81,3,2,45,2.521,0.473226101,0.003563649,0.001648201,0.001861031,0.000054417
9500,46,76,4,2,45,2.3612,0.434100222,0.002238054,0.00033528,0.001849761,0.000053013
9500,46,78,6,2,45,2.42,0.411155748,0.003563585,0.001683743,0.00183339,0.000046452
9500,46,72,8,2,45,2.2434,0.394958773,0.003372168,0.001506191,0.001810926,0.000055051
9500,46,90,10,2,45,2.7938,0.471491107,0.003590583,0.001728927,0.001809858,0.000051798
9500,46,108,12,2,45,3.359,0.533970153,0.003508479,0.001646385,0.001809142,0.000052952
9500,46,98,14,2,45,3.038,0.510074677,0.003591669,0.001737299,0.001800343,0.000054027
9500,46,112,16,2,45,3.4802,0.560001394,0.003557528,0.001702984,0.00179944,0.000055104
9500,47,75,3,2,45,2.3332,0.408833591,0.00358045,0.00166992,0.001857089,0.000053441
9500,47,72,4,2,45,2.2372,0.389522641,0.0022306,0.000330683,0.001845306,0.000054611
9500,47,72,6,2,45,2.242,0.348076367,0.003581888,0.001708341,0.001826594,0.000046952
9500,47,72,8,2,45,2.2414,0.358852079,0.003390164,0.001526258,0.001808036,0.00005587
9500,47,70,10,2,45,2.1756,0.33429986,0.003618666,0.001762756,0.001800428,0.000055482
9500,47,84,12,2,45,2.6026,0.394092056,0.003546164,0.001692188,0.001798721,0.000055255
9500,47,98,14,2,45,3.044,0.461429211,0.003616547,0.001763544,0.001797483,0.00005552
9500,47,96,16,2,45,2.9822,0.432562447,0.003586588,0.001735643,0.001793781,0.000057165
9500,48,72,3,2,45,2.2352,0.356886997,0.003594642,0.001690616,0.001851302,0.000052724
9500,48,68,4,2,45,2.11,0.350575103,0.002220686,0.000326008,0.001838435,0.000056243
9500,48,66,6,2,45,2.0488,0.303761141,0.003598995,0.001732996,0.001816911,0.000049087
9500,48,64,8,2,45,1.9888,0.291546839,0.00341751,0.001559255,0.001799973,0.000058282
9500,48,70,10,2,45,2.177,0.303187933,0.003639823,0.001787465,0.001795505,0.000056853
9500,48,72,12,2,45,2.233,0.314212873,0.003574637,0.001724383,0.001791707,0.000058547
9500,48,84,14,2,45,2.61,0.35341888,0.003640523,0.001791528,0.001789945,0.00005905
9500,48,96,16,2,45,2.9798,0.399037832,0.003607597,0.001760905,0.001788613,0.000058079
9500,49,69,3,2,45,2.1378,0.320552514,0.003606052,0.001710884,0.001843236,0.000051932
9500,49,64,4,2,45,1.986,0.310322897,0.00220839,0.000321371,0.001829123,0.000057896
9500,49,60,6,2,45,1.864,0.262398271,0.003613648,0.00175771,0.00180422,0.000051718
9500,49,64,8,2,45,1.9864,0.265566499,0.003430821,0.001578363,0.001792978,0.00005948
9500,49,60,10,2,45,1.8614,0.248216945,0.00365851,0.001812717,0.001786952,0.000058841
9500,49,72,12,2,45,2.2346,0.287550909,0.003591764,0.001747586,0.001784457,0.000059722
9500,49,70,14,2,45,2.1736,0.281748864,0.003650725,0.001811458,0.001781695,0.000057572
9500,49,80,16,2,45,2.4812,0.317974319,0.003619924,0.001783322,0.001779939,0.000056663
