Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","0.02834","0.00000"
"0.50000","0.08954","-0.01208","0.00000"
"1.00000","0.18944","0.02901","0.00000"
"1.50000","0.28963","-0.13847","0.00000"
"2.00000","0.38961","0.00379","0.00000"
"2.50000","0.48943","0.04057","0.00000"
"3.00000","0.58968","0.09048","0.00000"
"3.50000","0.68951","0.09588","0.00000"
"4.00000","0.78948","0.21269","0.00000"
"4.50000","0.88973","0.19444","0.00000"
"5.00000","0.98951","0.24705","0.00000"
"5.50000","1.08950","0.36962","0.00000"
"6.00000","1.18969","0.35017","-0.00001"
"6.50000","1.28950","0.45904","-0.00001"
"7.00000","1.38950","0.43931","-0.00001"
"7.50000","1.48973","0.42947","-0.00001"
"8.00000","1.58948","0.46836","-0.00001"
"8.50000","1.68948","0.58883","-0.00001"
"9.00000","1.78971","0.55880","-0.00001"
"9.50000","1.88949","0.64912","-0.00001"
"10.00000","1.98952","0.58787","-0.00001"
"10.50000","2.08971","0.73695","-0.00001"
"11.00000","2.18949","0.84028","-0.00001"
"11.50000","2.28953","0.68402","-0.00001"
"12.00000","2.38968","0.79391","-0.00001"
"12.50000","2.48947","0.88626","-0.00002"
"13.00000","2.58952","0.90212","-0.00002"
"13.50000","2.68965","1.02665","-0.00002"
"14.00000","2.78947","1.11860","-0.00002"
"14.50000","2.88960","1.05930","-0.00002"
"15.00000","2.98965","1.19717","-0.00002"
"15.50000","3.08947","1.02487","-0.00002"
"16.00000","3.18957","1.20091","-0.00002"
"16.50000","3.28969","1.12474","-0.00002"
"17.00000","3.38946","1.31868","-0.00002"
"17.50000","3.48960","1.43197","-0.00002"
"18.00000","3.58964","1.40484","-0.00002"
"18.50000","3.68945","1.30678","-0.00002"
"19.00000","3.78961","1.29823","-0.00002"
"19.50000","3.88959","1.48021","-0.00002"
"20.00000","3.98947","1.51499","-0.00003"
"20.50000","4.08962","1.57860","-0.00003"
"21.00000","4.18958","1.56821","-0.00003"
"21.50000","4.28946","1.55959","-0.00003"
"22.00000","4.38964","1.74712","-0.00003"
"22.50000","4.48959","1.68957","-0.00003"
"23.00000","4.58945","1.84676","-0.00003"
"23.50000","4.68964","1.80090","-0.00003"
"24.00000","4.78958","1.81715","-0.00003"
"24.50000","4.88946","1.84714","-0.00003"
"25.00000","4.98972","1.97956","-0.00003"
"25.50000","5.08953","1.89941","-0.00003"
"26.00000","5.18948","2.13211","-0.00003"
"26.50000","5.28969","2.14657","-0.00004"
"27.00000","5.38952","2.17948","-0.00004"
"27.50000","5.48946","2.20050","-0.00004"
"28.00000","5.58970","2.32301","-0.00004"
"28.50000","5.68947","2.30343","-0.00004"
"29.00000","5.78947","2.44134","-0.00004"
"29.50000","5.88973","2.42184","-0.00004"
"30.00000","5.98949","2.34332","-0.00004"
"30.50000","6.08948","2.54586","-0.00004"
"31.00000","6.18973","2.61896","-0.00004"
"31.50000","6.28949","2.58787","-0.00004"
"32.00000","6.38951","2.67092","-0.00004"
"32.50000","6.48968","2.72822","-0.00005"
"33.00000","6.58950","2.69573","-0.00004"
"33.50000","6.68952","2.80811","-0.00005"
"34.00000","6.78968","2.80840","-0.00005"
"34.50000","6.88949","2.92488","-0.00005"
"35.00000","6.98953","2.91498","-0.00005"
"35.50000","7.08966","3.04744","-0.00005"
"36.00000","7.18947","3.02898","-0.00005"
"36.50000","7.28956","3.14843","-0.00005"
"37.00000","7.38973","3.15344","-0.00005"
"37.50000","7.48949","3.12582","-0.00005"
"38.00000","7.58959","3.28691","-0.00005"
"38.50000","7.68966","3.22711","-0.00005"
"39.00000","7.78948","3.29944","-0.00005"
"39.50000","7.88956","3.33869","-0.00005"
"40.00000","7.98964","3.43609","-0.00006"
"40.50000","8.08947","3.37584","-0.00006"
"41.00000","8.18962","3.43554","-0.00006"
"41.50000","8.28959","3.57084","-0.00006"
"42.00000","8.38949","3.55697","-0.00006"
"42.50000","8.48957","3.62478","-0.00006"
"43.00000","8.58959","3.61711","-0.00006"
"43.50000","8.68947","3.56655","-0.00006"
"44.00000","8.78968","3.66917","-0.00006"
"44.50000","8.88956","3.78847","-0.00006"
"45.00000","8.98949","3.74955","-0.00006"
"45.50000","9.08965","3.81037","-0.00006"
"46.00000","9.18958","3.82962","-0.00007"
"46.50000","9.28947","3.91864","-0.00007"
"47.00000","9.38969","3.86655","-0.00007"
"47.50000","9.48952","3.92109","-0.00007"
"48.00000","9.58947","4.02837","-0.00007"
"48.50000","9.68968","3.94889","-0.00007"
"49.00000","9.78958","4.18100","-0.00007"
"49.50000","9.88939","4.17379","-0.00007"
"50.00000","9.98970","4.18104","-0.00007"
"50.50000","10.08952","4.30921","-0.00007"
"51.00000","10.18948","4.28566","-0.00007"
"51.50000","10.28974","4.41140","-0.00007"
"52.00000","10.38952","4.44829","-0.00007"
"52.50000","10.48951","4.46490","-0.00007"
"53.00000","10.58969","4.55349","-0.00007"
"53.50000","10.68948","4.58007","-0.00008"
"54.00000","10.78953","4.75075","-0.00008"
"54.50000","10.88970","4.70599","-0.00008"
"55.00000","10.98948","4.77384","-0.00008"
"55.50000","11.08955","4.74504","-0.00008"
"56.00000","11.18972","4.74705","-0.00008"
"56.50000","11.28946","4.83616","-0.00008"
"57.00000","11.38951","4.94246","-0.00008"
"57.50000","11.48972","5.00398","-0.00008"
"58.00000","11.58950","4.97215","-0.00008"
"58.50000","11.68956","5.00436","-0.00008"
"59.00000","11.78967","4.95379","-0.00008"
"59.50000","11.88949","5.19502","-0.00008"
"60.00000","11.98955","5.15917","-0.00009"
"60.50000","12.08968","5.25565","-0.00009"
"61.00000","12.18946","5.27151","-0.00009"
"61.50000","12.28961","5.37835","-0.00009"
"62.00000","12.38962","5.31653","-0.00009"
"62.50000","12.48948","5.38578","-0.00009"
"63.00000","12.58959","5.29530","-0.00009"
"63.50000","12.68964","5.48866","-0.00009"
"64.00000","12.78948","5.50879","-0.00009"
"64.50000","12.88965","5.55994","-0.00009"
"65.00000","12.98957","5.57013","-0.00009"
"65.50000","13.08947","5.69871","-0.00009"
"66.00000","13.18963","5.66164","-0.00010"
"66.50000","13.28960","5.74241","-0.00010"
"67.00000","13.38946","5.69539","-0.00010"
"67.50000","13.48967","5.75030","-0.00010"
"68.00000","13.58956","5.83321","-0.00010"
"68.50000","13.68948","5.76582","-0.00010"
"69.00000","13.78964","5.89009","-0.00010"
"69.50000","13.88958","5.93921","-0.00010"
"70.00000","13.98945","6.06776","-0.00010"
"70.50000","14.08965","6.04788","-0.00010"
"71.00000","14.18954","6.06900","-0.00010"
"71.50000","14.28947","6.18136","-0.00010"
"72.00000","14.38972","6.17330","-0.00010"
"72.50000","14.48947","6.27869","-0.00010"
"73.00000","14.58950","6.22684","-0.00010"
"73.50000","14.68970","6.33836","-0.00011"
"74.00000","14.78949","6.43915","-0.00011"
"74.50000","14.88950","6.44496","-0.00011"
"75.00000","14.98972","6.47832","-0.00011"
"75.50000","15.08950","6.61285","-0.00011"
"76.00000","15.18948","6.57861","-0.00011"
"76.50000","15.28972","6.58144","-0.00011"
