Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","0.02905","0.00000"
"0.50000","0.09015","0.03650","0.00000"
"1.00000","0.18989","0.14264","0.00000"
"1.50000","0.28993","0.08607","0.00000"
"2.00000","0.39010","0.23580","0.00000"
"2.50000","0.48990","0.14997","-0.00001"
"3.00000","0.58992","0.16188","-0.00001"
"3.50000","0.69010","0.22355","-0.00001"
"4.00000","0.78989","0.31126","-0.00001"
"4.50000","0.89002","0.23381","-0.00002"
"5.00000","0.99009","0.28295","-0.00002"
"5.50000","1.08989","0.38733","-0.00002"
"6.00000","1.19000","0.30553","-0.00002"
"6.50000","1.29013","0.38446","-0.00003"
"7.00000","1.38989","0.65463","-0.00003"
"7.50000","1.49002","0.55283","-0.00003"
"8.00000","1.59008","0.60837","-0.00004"
"8.50000","1.68989","0.67755","-0.00004"
"9.00000","1.78997","0.70986","-0.00004"
"9.50000","1.89004","0.67270","-0.00004"
"10.00000","1.98989","0.81532","-0.00005"
"10.50000","2.09004","0.82593","-0.00005"
"11.00000","2.19003","0.78636","-0.00005"
"11.50000","2.28993","0.91280","-0.00005"
"12.00000","2.39004","0.95188","-0.00006"
"12.50000","2.49005","0.98378","-0.00006"
"13.00000","2.58987","1.02258","-0.00006"
"13.50000","2.69008","1.08238","-0.00006"
"14.00000","2.78997","1.11662","-0.00007"
"14.50000","2.88990","1.11981","-0.00007"
"15.00000","2.99011","1.14438","-0.00007"
"15.50000","3.08995","1.23834","-0.00008"
"16.00000","3.18988","1.30071","-0.00008"
"16.50000","3.29013","1.24486","-0.00008"
"17.00000","3.38993","1.36272","-0.00008"
"17.50000","3.48993","1.53218","-0.00009"
"18.00000","3.59011","1.58821","-0.00009"
"18.50000","3.68990","1.37772","-0.00009"
"19.00000","3.78987","1.50646","-0.00009"
"19.50000","3.89018","1.50098","-0.00010"
"20.00000","3.98992","1.55039","-0.00010"
"20.50000","4.08990","1.52534","-0.00010"
"21.00000","4.19013","1.65532","-0.00011"
"21.50000","4.28994","1.63455","-0.00011"
"22.00000","4.38992","1.69113","-0.00011"
"22.50000","4.49011","1.81250","-0.00011"
"23.00000","4.58991","1.78709","-0.00012"
"23.50000","4.68995","1.78929","-0.00012"
"24.00000","4.79013","1.99785","-0.00012"
"24.50000","4.88992","1.96806","-0.00012"
"25.00000","4.98996","1.95819","-0.00013"
"25.50000","5.09014","2.00879","-0.00013"
"26.00000","5.18988","2.15283","-0.00013"
"26.50000","5.28995","2.15673","-0.00014"
"27.00000","5.39015","2.21959","-0.00014"
"27.50000","5.48990","2.35682","-0.00014"
"28.00000","5.59000","2.37604","-0.00014"
"28.50000","5.69007","2.50778","-0.00015"
"29.00000","5.78990","2.52576","-0.00015"
"29.50000","5.88998","2.47972","-0.00015"
"30.00000","5.99005","2.59588","-0.00016"
"30.50000","6.08990","2.62399","-0.00016"
"31.00000","6.19002","2.71540","-0.00016"
"31.50000","6.29002","2.75277","-0.00016"
"32.00000","6.38991","2.75898","-0.00017"
"32.50000","6.49001","2.82037","-0.00017"
"33.00000","6.59004","2.81866","-0.00017"
"33.50000","6.68992","2.86219","-0.00017"
"34.00000","6.79006","2.97201","-0.00018"
"34.50000","6.88998","3.03901","-0.00018"
"35.00000","6.98989","3.09361","-0.00018"
"35.50000","7.09008","3.14671","-0.00019"
"36.00000","7.18992","3.17272","-0.00019"
"36.50000","7.28988","3.16382","-0.00019"
"37.00000","7.39011","3.19731","-0.00019"
"37.50000","7.48997","3.18416","-0.00020"
"38.00000","7.58987","3.28470","-0.00020"
"38.50000","7.69011","3.36583","-0.00020"
"39.00000","7.78995","3.33805","-0.00020"
"39.50000","7.88987","3.37147","-0.00021"
"40.00000","7.99011","3.38142","-0.00021"
"40.50000","8.08994","3.47407","-0.00021"
"41.00000","8.18987","3.52229","-0.00021"
"41.50000","8.29014","3.50550","-0.00022"
"42.00000","8.38991","3.62874","-0.00022"
"42.50000","8.48995","3.53789","-0.00022"
"43.00000","8.59013","3.62985","-0.00023"
"43.50000","8.68993","3.56149","-0.00023"
"44.00000","8.78984","3.69037","-0.00023"
"44.50000","8.89013","3.62817","-0.00023"
"45.00000","8.98989","3.60692","-0.00024"
"45.50000","9.08993","3.63846","-0.00024"
"46.00000","9.19011","3.76471","-0.00024"
"46.50000","9.28991","3.75079","-0.00024"
"47.00000","9.38991","3.78989","-0.00025"
"47.50000","9.49015","3.85923","-0.00025"
"48.00000","9.58991","3.90119","-0.00025"
"48.50000","9.68995","4.11548","-0.00026"
"49.00000","9.79009","4.11282","-0.00026"
"49.50000","9.88991","4.15687","-0.00026"
"50.00000","9.98999","4.09338","-0.00026"
"50.50000","10.09009","4.17647","-0.00027"
"51.00000","10.18989","4.21944","-0.00027"
"51.50000","10.29003","4.43525","-0.00027"
"52.00000","10.39000","4.48716","-0.00027"
"52.50000","10.48991","4.60839","-0.00028"
"53.00000","10.59000","4.65229","-0.00028"
"53.50000","10.69006","4.65389","-0.00028"
"54.00000","10.78988","4.78922","-0.00029"
"54.50000","10.89006","4.72631","-0.00029"
"55.00000","10.99002","4.75047","-0.00029"
"55.50000","11.08987","4.82606","-0.00029"
"56.00000","11.19005","4.84864","-0.00030"
"56.50000","11.29001","4.75099","-0.00030"
"57.00000","11.38986","4.88875","-0.00030"
"57.50000","11.49007","4.92029","-0.00030"
"58.00000","11.59000","5.02155","-0.00031"
"58.50000","11.68990","4.99592","-0.00031"
"59.00000","11.79009","5.05929","-0.00031"
"59.50000","11.89001","5.10498","-0.00032"
"60.00000","11.98983","5.05616","-0.00032"
"60.50000","12.09010","5.18260","-0.00032"
"61.00000","12.18993","5.25246","-0.00032"
"61.50000","12.28990","5.40956","-0.00033"
"62.00000","12.39008","5.26424","-0.00033"
"62.50000","12.48996","5.42353","-0.00033"
"63.00000","12.58988","5.52694","-0.00033"
"63.50000","12.69014","5.54775","-0.00034"
"64.00000","12.78990","5.56387","-0.00034"
"64.50000","12.88991","5.70243","-0.00034"
"65.00000","12.99011","5.63606","-0.00035"
"65.50000","13.08991","5.58043","-0.00035"
"66.00000","13.18990","5.72391","-0.00035"
"66.50000","13.29015","5.75795","-0.00035"
"67.00000","13.38990","5.83653","-0.00036"
"67.50000","13.48995","5.91290","-0.00036"
"68.00000","13.59012","5.90736","-0.00036"
"68.50000","13.68993","5.94014","-0.00036"
"69.00000","13.78995","5.89644","-0.00037"
"69.50000","13.89011","5.97732","-0.00037"
"70.00000","13.98986","6.01321","-0.00037"
"70.50000","14.08999","6.08069","-0.00038"
"71.00000","14.19010","6.14569","-0.00038"
"71.50000","14.28989","6.28069","-0.00038"
"72.00000","14.39000","6.22278","-0.00038"
"72.50000","14.49008","6.28616","-0.00039"
"73.00000","14.58988","6.37707","-0.00039"
"73.50000","14.68997","6.31495","-0.00039"
"74.00000","14.79012","6.45328","-0.00040"
"74.50000","14.88989","6.40731","-0.00040"
"75.00000","14.99002","6.63827","-0.00040"
"75.50000","15.09006","6.57301","-0.00040"
"76.00000","15.18989","6.59901","-0.00041"
"76.50000","15.29005","6.66487","-0.00041"
"77.00000","15.39006","6.63576","-0.00041"
"77.50000","15.48986","6.87910","-0.00042"
"78.00000","15.59002","6.95269","-0.00042"
"78.50000","15.69004","6.94791","-0.00042"
"79.00000","15.78992","6.97283","-0.00042"
"79.50000","15.89002","6.96843","-0.00043"
"80.00000","15.99003","7.16482","-0.00043"
"80.50000","16.08984","7.11784","-0.00043"
"81.00000","16.19008","7.17624","-0.00043"
"81.50000","16.28997","7.16077","-0.00044"
"82.00000","16.38988","7.30396","-0.00044"
"82.50000","16.49010","7.16007","-0.00044"
"83.00000","16.58997","7.22240","-0.00045"
"83.50000","16.68990","7.29444","-0.00045"
"84.00000","16.79013","7.43775","-0.00045"
"84.50000","16.88996","7.34202","-0.00045"
"85.00000","16.98989","7.51439","-0.00046"
"85.50000","17.09012","7.42350","-0.00046"
"86.00000","17.18995","7.66377","-0.00046"
"86.50000","17.28990","7.73328","-0.00046"
"87.00000","17.39012","7.81688","-0.00047"
"87.50000","17.48994","7.72115","-0.00047"
"88.00000","17.58989","7.76552","-0.00047"
"88.50000","17.69011","7.77690","-0.00048"
"89.00000","17.78991","7.79086","-0.00048"
"89.50000","17.88996","7.89771","-0.00048"
"90.00000","17.99012","7.93956","-0.00048"
"90.50000","18.08987","7.91855","-0.00049"
"91.00000","18.18997","8.01075","-0.00049"
"91.50000","18.29014","8.03301","-0.00049"
"92.00000","18.38988","8.18468","-0.00049"
"92.50000","18.48994","8.12942","-0.00050"
"93.00000","18.59008","8.24942","-0.00050"
"93.50000","18.68985","8.16906","-0.00050"
"94.00000","18.78997","8.28833","-0.00051"
