Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","-0.06243","0.00000"
"0.50000","0.08959","-0.09094","0.00000"
"1.00000","0.18950","-0.01888","0.00000"
"1.50000","0.28967","0.00574","0.00000"
"2.00000","0.38966","0.03214","0.00000"
"2.50000","0.48948","0.14089","0.00000"
"3.00000","0.58974","0.07381","0.00000"
"3.50000","0.68957","0.13210","0.00000"
"4.00000","0.78952","0.05333","0.00000"
"4.50000","0.88977","0.23961","0.00000"
"5.00000","0.98955","0.20921","-0.00001"
"5.50000","1.08955","0.28695","-0.00001"
"6.00000","1.18973","0.41625","-0.00001"
"6.50000","1.28954","0.46638","-0.00001"
"7.00000","1.38953","0.42608","-0.00001"
"7.50000","1.48977","0.40990","-0.00001"
"8.00000","1.58954","0.55701","-0.00001"
"8.50000","1.68952","0.64453","-0.00001"
"9.00000","1.78977","0.53145","-0.00001"
"9.50000","1.88956","0.62630","-0.00001"
"10.00000","1.98956","0.68319","-0.00001"
"10.50000","2.08976","0.73411","-0.00001"
"11.00000","2.18955","0.75582","-0.00001"
"11.50000","2.28959","0.83933","-0.00002"
"12.00000","2.38971","0.88635","-0.00002"
"12.50000","2.48953","0.88056","-0.00002"
"13.00000","2.58958","0.87300","-0.00002"
"13.50000","2.68970","1.00802","-0.00002"
"14.00000","2.78952","1.06294","-0.00002"
"14.50000","2.88965","0.98386","-0.00002"
"15.00000","2.98969","1.13621","-0.00002"
"15.50000","3.08953","1.06694","-0.00002"
"16.00000","3.18962","1.14223","-0.00002"
"16.50000","3.28973","1.20526","-0.00002"
"17.00000","3.38954","1.11983","-0.00002"
"17.50000","3.48965","1.24923","-0.00002"
"18.00000","3.58967","1.44143","-0.00003"
"18.50000","3.68950","1.37174","-0.00003"
"19.00000","3.78967","1.32182","-0.00003"
"19.50000","3.88963","1.40856","-0.00003"
"20.00000","3.98952","1.51298","-0.00003"
"20.50000","4.08964","1.47863","-0.00003"
"21.00000","4.18963","1.55436","-0.00003"
"21.50000","4.28952","1.56209","-0.00003"
"22.00000","4.38968","1.59763","-0.00003"
"22.50000","4.48965","1.62272","-0.00003"
"23.00000","4.58951","1.66491","-0.00003"
"23.50000","4.68968","1.75277","-0.00003"
"24.00000","4.78960","1.74956","-0.00004"
"24.50000","4.88950","1.86742","-0.00004"
"25.00000","4.98977","1.86163","-0.00004"
"25.50000","5.08958","1.96824","-0.00004"
"26.00000","5.18951","1.90379","-0.00004"
"26.50000","5.28973","2.12988","-0.00004"
"27.00000","5.38957","2.08454","-0.00004"
"27.50000","5.48949","2.14232","-0.00004"
"28.00000","5.58978","2.20399","-0.00004"
"28.50000","5.68952","2.24965","-0.00004"
"29.00000","5.78953","2.34220","-0.00004"
"29.50000","5.88976","2.36555","-0.00004"
"30.00000","5.98955","2.51068","-0.00005"
"30.50000","6.08954","2.43517","-0.00005"
"31.00000","6.18976","2.60968","-0.00005"
"31.50000","6.28955","2.54737","-0.00005"
"32.00000","6.38956","2.58121","-0.00005"
"32.50000","6.48974","2.67854","-0.00005"
"33.00000","6.58953","2.79526","-0.00005"
"33.50000","6.68958","2.83343","-0.00005"
