Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","43.25457","-0.00033"
"0.10000","0.00301","57.81496","-0.00032"
"0.20000","0.01415","72.41772","-0.00030"
"0.30000","0.02455","86.70411","-0.00029"
"0.40000","0.03459","129.34517","-0.00026"
"0.50000","0.04449","168.35573","-0.00023"
"0.60000","0.05449","209.56639","-0.00021"
"0.70000","0.06453","252.80515","-0.00018"
"0.80000","0.07451","295.50620","-0.00015"
"0.90000","0.08451","338.25937","-0.00013"
"1.00000","0.09448","380.87711","-0.00012"
"1.10000","0.10451","423.98901","-0.00009"
"1.20000","0.11451","466.90805","-0.00006"
"1.30000","0.12454","509.67792","-0.00004"
"1.40000","0.13455","551.76202","-0.00001"
"1.50000","0.14453","593.83105","0.00001"
"1.60000","0.15443","635.53894","0.00004"
"1.70000","0.16437","677.59601","0.00006"
"1.80000","0.17445","720.15808","0.00009"
"1.90000","0.18453","762.66888","0.00011"
"2.00000","0.19464","805.18628","0.00014"
"2.10000","0.20449","846.66553","0.00017"
"2.20000","0.21446","888.70947","0.00019"
"2.30000","0.22434","930.09418","0.00022"
"2.40000","0.23443","972.37646","0.00024"
"2.50000","0.24450","1014.59467","0.00027"
"2.60000","0.25457","1056.70056","0.00029"
"2.70000","0.26462","1098.70715","0.00032"
"2.80000","0.27455","1139.96729","0.00034"
"2.90000","0.28444","1181.15503","0.00037"
"3.00000","0.29447","1222.81775","0.00040"
"3.10000","0.30451","1264.31775","0.00042"
"3.20000","0.31453","1305.58801","0.00045"
"3.30000","0.32456","1346.82300","0.00048"
"3.40000","0.33449","1387.73560","0.00050"
"3.50000","0.34449","1428.61475","0.00053"
"3.60000","0.35454","1469.66760","0.00055"
"3.70000","0.36450","1510.04749","0.00058"
"3.80000","0.37459","1550.66589","0.00061"
"3.90000","0.38454","1590.70679","0.00063"
"4.00000","0.39443","1630.11145","0.00066"
"4.10000","0.40438","1669.56750","0.00068"
"4.20000","0.41451","1709.27759","0.00071"
"4.30000","0.42460","1748.85022","0.00074"
