Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","417.00244","0.11676"
"0.10000","0.00278","459.77844","0.11676"
"0.20000","0.01365","624.70709","0.11676"
"0.30000","0.02405","768.28607","0.11676"
"0.40000","0.03428","899.69293","0.11676"
"0.50000","0.04426","1020.57404","0.11676"
"0.60000","0.05420","1134.37878","0.11676"
"0.70000","0.06415","1241.65894","0.11676"
"0.80000","0.07412","1346.67163","0.11676"
"0.90000","0.08414","1449.82092","0.11676"
"1.00000","0.09425","1552.11877","0.11676"
"1.10000","0.10424","1651.18018","0.11676"
"1.20000","0.11415","1748.13623","0.11676"
"1.30000","0.12415","1844.73340","0.11676"
"1.40000","0.13422","1940.63684","0.11676"
"1.50000","0.14422","2034.01538","0.11676"
"1.60000","0.15430","2126.82104","0.11676"
"1.70000","0.16419","2216.30786","0.11676"
"1.80000","0.17409","2305.16895","0.11676"
"1.90000","0.18405","2393.39258","0.11676"
"2.00000","0.19419","2482.46558","0.11676"
"2.10000","0.20421","2568.95044","0.11676"
"2.20000","0.21437","2656.04956","0.11676"
"2.30000","0.22431","2739.82690","0.11676"
"2.40000","0.23414","2820.97583","0.11676"
"2.50000","0.24403","2901.20874","0.11676"
"2.60000","0.25411","2981.97485","0.11676"
"2.70000","0.26419","3060.91772","0.11676"
"2.80000","0.27432","3140.08252","0.11676"
"2.90000","0.28435","3216.66528","0.11676"
"3.00000","0.29419","3290.26514","0.11676"
"3.10000","0.30418","3360.35669","0.11676"
"3.20000","0.31414","3428.04980","0.11676"
"3.30000","0.32414","3495.41821","0.11676"
"3.40000","0.33425","3563.68164","0.11676"
"3.50000","0.34428","3631.10864","0.11676"
"3.60000","0.35422","3698.10425","0.11676"
"3.70000","0.36420","3766.34497","0.11676"
"3.80000","0.37424","3834.79590","0.11676"
"3.90000","0.38418","3901.96582","0.11676"
"4.00000","0.39430","3971.09131","0.11676"
"4.10000","0.40424","4038.47388","0.11676"
"4.20000","0.41409","4105.85205","0.11676"
"4.30000","0.42408","4174.23291","0.11676"
"4.40000","0.43425","4245.07617","0.11676"
"4.50000","0.44428","4314.80225","0.11676"
"4.60000","0.45433","4384.54590","0.11676"
"4.70000","0.46431","4453.61133","0.11676"
"4.80000","0.47413","4521.51758","0.11676"
"4.90000","0.48409","4590.46680","0.11676"
"5.00000","0.49411","4660.82324","0.11676"
"5.10000","0.50421","4731.39844","0.11676"
"5.20000","0.51434","4802.65381","0.11676"
"5.30000","0.52436","4873.31396","0.11676"
"5.40000","0.53417","4941.85059","0.11676"
