Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","487.03058","0.00124"
"0.10000","0.00306","523.03082","0.00125"
"0.20000","0.01356","647.94379","0.00130"
"0.30000","0.02415","768.08130","0.00135"
"0.40000","0.03408","878.61243","0.00140"
"0.50000","0.04405","987.64215","0.00144"
"0.60000","0.05407","1095.73193","0.00148"
"0.70000","0.06423","1203.23657","0.00153"
"0.80000","0.07433","1308.72925","0.00157"
"0.90000","0.08424","1410.90967","0.00161"
"1.00000","0.09415","1512.94019","0.00165"
"1.10000","0.10407","1614.45959","0.00169"
"1.20000","0.11409","1716.17419","0.00173"
"1.30000","0.12418","1819.00134","0.00177"
"1.40000","0.13419","1920.18188","0.00181"
"1.50000","0.14426","2021.86169","0.00185"
"1.60000","0.15424","2121.90576","0.00189"
"1.70000","0.16415","2220.64453","0.00192"
"1.80000","0.17417","2320.04663","0.00196"
"1.90000","0.18420","2419.19263","0.00200"
"2.00000","0.19421","2517.75928","0.00204"
"2.10000","0.20419","2615.15332","0.00208"
"2.20000","0.21414","2712.18481","0.00212"
"2.30000","0.22416","2809.07275","0.00216"
"2.40000","0.23420","2906.00244","0.00219"
"2.50000","0.24426","3002.32983","0.00223"
"2.60000","0.25425","3097.69922","0.00227"
"2.70000","0.26424","3192.42041","0.00231"
"2.80000","0.27413","3285.93921","0.00234"
"2.90000","0.28405","3379.59009","0.00238"
"3.00000","0.29413","3473.88647","0.00242"
"3.10000","0.30426","3568.77271","0.00245"
"3.20000","0.31437","3662.79077","0.00249"
"3.30000","0.32426","3754.12036","0.00253"
"3.40000","0.33417","3845.68311","0.00256"
"3.50000","0.34405","3936.20215","0.00260"
"3.60000","0.35411","4027.70166","0.00264"
"3.70000","0.36421","4119.71826","0.00267"
"3.80000","0.37423","4210.20166","0.00271"
"3.90000","0.38431","4300.20166","0.00267"
"4.00000","0.39422","4389.09619","0.00270"
"4.10000","0.40415","4477.71143","0.00274"
"4.20000","0.41413","4566.29590","0.00277"
"4.30000","0.42416","4655.06348","0.00281"
"4.40000","0.43422","4743.29834","0.00284"
"4.50000","0.44424","4830.86475","0.00288"
"4.60000","0.45416","4917.71533","0.00291"
"4.70000","0.46416","5004.90234","0.00294"
"4.80000","0.47418","5091.82568","0.00298"
"4.90000","0.48423","5178.65625","0.00301"
"5.00000","0.49428","5264.74414","0.00305"
"5.10000","0.50422","5349.87988","0.00308"
"5.20000","0.51413","5434.46191","0.00312"
"5.30000","0.52403","5518.46533","0.00315"
"5.40000","0.53419","5604.89404","0.00319"
"5.50000","0.54427","5690.38818","0.00322"
"5.60000","0.55434","5774.87744","0.00325"
"5.70000","0.56423","5857.76953","0.00329"
"5.80000","0.57415","5940.83643","0.00333"
"5.90000","0.58402","6022.73291","0.00336"
"6.00000","0.59411","6106.46338","0.00340"
"6.10000","0.60419","6189.99609","0.00343"
"6.20000","0.61433","6272.94189","0.00347"
"6.30000","0.62439","6354.66943","0.00350"
