0	1954.95
0.1	26744.7
0.2	48630.3
0.3	69474.3
0.4	87596.5
0.5	102968
0.6	115769
0.7	126289
0.8	134806
0.9	141569
1	146795
1.1	150672
1.2	153361
1.3	155004
1.4	155725
1.5	155633
1.6	154824
1.7	153385
1.8	151392
1.9	148913
2	146009
2.1	142734
2.2	139137
2.3	135261
2.4	131145
2.5	126823
2.6	122326
2.7	117681
2.8	112912
2.9	108041
3	103086
3.1	98062.1
3.2	92984.3
3.3	87864.1
3.4	82711.7
3.5	77535.3
3.6	72341.9
3.7	67136.8
3.8	61924.2
3.9	56707.1
4	51487.5
4.1	46266.3
4.2	41043.6
4.3	35818.9
4.4	30590.8
4.5	25357.3
4.6	20115.9
4.7	14863.8
4.8	9597.48
4.9	4313.34
5	-992.616
5.1	-6324.55
5.2	-11686.8
5.3	-17083.7
5.4	-22519.8
5.5	-27999.5
5.6	-33527.1
5.7	-39106.8
5.8	-44742.6
5.9	-50438.3
6	-56197.1
6.1	-62022.3
6.2	-67916.4
6.3	-73881.4
6.4	-79918.8
6.5	-86029.4
6.6	-92213.5
6.7	-98470.2
6.8	-104798
6.9	-111195
7	-117656
7.1	-124178
7.2	-130754
7.3	-137378
7.4	-144041
7.5	-150733
7.6	-157443
7.7	-164159
7.8	-170866
7.9	-177550
8	-184195
8.1	-190782
8.2	-197286
8.3	-203666
8.4	-209822
8.5	-215489
8.6	-219916
8.7	-220892
8.8	-212227
8.9	-179109
9	-136010
