0	88.4668
0.1	170.306
0.2	346.743
0.3	539.32
0.4	727.376
0.5	892.06
0.6	1029.22
0.7	1139.19
0.8	1224.45
0.9	1288
1	1332.88
1.1	1361.85
1.2	1377.36
1.3	1381.54
1.4	1376.2
1.5	1362.92
1.6	1343.01
1.7	1317.63
1.8	1287.75
1.9	1254.2
2	1217.69
2.1	1178.83
2.2	1138.16
2.3	1096.09
2.4	1053.02
2.5	1009.27
2.6	965.108
2.7	920.763
2.8	876.42
2.9	832.234
3	788.342
3.1	744.834
3.2	701.797
3.3	659.283
3.4	617.333
3.5	575.976
3.6	535.219
3.7	495.065
3.8	455.497
3.9	416.493
4	378.026
4.1	340.063
4.2	302.544
4.3	265.431
4.4	228.667
4.5	192.182
4.6	155.924
4.7	119.811
4.8	83.7794
4.9	47.7509
5	11.6463
5.1	-24.6141
5.2	-61.1132
5.3	-97.9364
5.4	-135.173
5.5	-172.905
5.6	-211.233
5.7	-250.239
5.8	-290.022
5.9	-330.68
6	-372.296
6.1	-414.99
6.2	-458.836
6.3	-503.954
6.4	-550.447
6.5	-598.398
6.6	-647.951
6.7	-699.179
6.8	-752.222
6.9	-807.201
7	-864.207
7.1	-923.425
7.2	-984.942
7.3	-1048.94
7.4	-1115.61
7.5	-1185.06
7.6	-1257.59
7.7	-1333.35
7.8	-1412.64
7.9	-1495.73
8	-1582.82
8.1	-1674.12
8.2	-1769.35
8.3	-1867.56
8.4	-1965.54
8.5	-2055.31
8.6	-2113.72
8.7	-2097.11
8.8	-1790.51
8.9	-1508.78
9	-887.244
