P11.ElapsedDays           P11.Luna.HMAG             P21.Luna.HMAG             P31.Luna.HMAG             P41.Luna.HMAG             P11.MoonInertial.INC      P21.MoonInertial.INC      P31.MoonInertial.INC      P41.MoonInertial.INC      P11.Luna.ECC              P21.Luna.ECC              P31.Luna.ECC              P41.Luna.ECC              P11.MoonInertial.RAAN     P21.MoonInertial.RAAN     P31.MoonInertial.RAAN     P41.MoonInertial.RAAN     P11.MoonInertial.AOP      P21.MoonInertial.AOP      P31.MoonInertial.AOP      P41.MoonInertial.AOP      P11.Luna.TA               P21.Luna.TA               P31.Luna.TA               P41.Luna.TA               
119.9999999999891         6065.636834839038         6065.245607453651         6061.386973606206         6065.0241864634           54.19010939471085         53.09858989239306         56.86028486916159         55.72215354989216         0.001147858786176001      0.0002424731439403146     0.002896291241555718      0.002415004446464198      343.664332119831          72.00548695690304         162.3535554344336         254.4604928084172         251.7527502601904         34.27067442580592         263.8062187113404         46.97858952797561         110.1954986078444         288.8876307652142         161.1018682267045         305.318068456698          
129.9999999999927         6063.38864170908          6065.783212700658         6064.395975258938         6064.934562073547         54.00757113493215         52.95477093562896         56.90284448156372         55.9725699719988          0.0006139436595335271     0.0004466243806969811     0.002647037023101596      0.002746858184801769      341.7451652499389         70.70281420344467         160.320648253144          253.3505878974466         287.8259387323666         136.1126838698982         254.587540105483          59.44892729125518         15.53621151010503         121.2869441854155         113.2009809134088         225.6312177811051         
140                       6062.718437938476         6066.862093550212         6063.137004610208         6066.730029986124         53.24680884591933         53.43300558284935         56.37998112216362         56.7443925303632          0.002062062660376464      0.0007572095291101964     0.002881828133107664      0.002966303019094419      340.5291947581944         69.16126085952958         158.9599911707946         252.0762010620778         236.0731973402091         109.4569388122689         248.5779690349803         79.89846999830417         7.182408108580874         83.08128849875422         60.63964724046807         139.7362615989771         
149.9999999999927         6063.786980301623         6066.554976370047         6063.302147077465         6067.387063355793         53.36620999320458         53.16836972316887         56.67932806811774         56.53754097631507         0.003235161158786632      0.001447629716035471      0.003541390600460039      0.003313374047320017      339.6736589824317         67.23978897940746         158.0936902084911         250.4623328034594         224.6780027524398         133.9445979015369         230.0201380742215         70.29217998121669         316.9852336256818         354.8094676586923         19.43937883070118         84.59699949521986         
159.9999999999855         6061.358950392869         6064.161613319446         6064.911132293052         6065.616575123916         53.76881591734043         52.54457270704867         57.27199990817744         56.16695821143755         0.003571776024254732      0.001280972176506709      0.004395444520318118      0.00393074878628836       337.8948720955214         65.60919216892458         156.3195524887347         249.1159423647072         248.5640582997359         83.57934657730695         218.5757177742096         67.89074041644847         233.7181900086379         340.0834244198564         332.6560528433872         20.19984263977084         
169.9999999999891         6061.10777920791          6064.742994127245         6063.367166102985         6066.612458896926         53.47006216846816         52.54996009594338         57.13606297137453         56.60335136567841         0.003696456657736647      0.001965665740166141      0.003324047657149304      0.004653312063826041      336.2265343067688         64.70749886609713         154.5258887996615         248.3832075418136         231.6616724270847         57.33465471524538         222.839194110976          57.45840471663816         192.2364669809016         300.0038196115733         271.0218573924456         322.5108019033368         
179.9999999999891         6062.021351251003         6062.416754018836         6063.06082760177          6064.593539282877         52.79829388698575         52.93811979332054         56.69625551005571         57.2621013770547          0.002742418892730515      0.003236834559088091      0.002904388032097424      0.006014351079464854      335.0968145961047         62.95425300392453         153.3119874741556         246.9390197311643         232.8668849937291         74.01229446115546         219.4794080684383         56.43398642657289         130.9005640962708         218.7773781617464         215.5577277631071         257.8905713113987         
189.9999999999818         6061.803448438316         6062.655214236173         6062.867163928499         6063.404105770467         52.98021384861742         52.5575995132194          57.09683133698198         57.02634670205395         0.002664292388263688      0.003090482007655295      0.003237058886442978      0.005207812116376722      333.7979589425252         60.84355331153099         152.0079228989186         245.2113845588884         225.7307103118391         59.66783652376345         224.8231511637324         63.04379598065125         77.41598004000724         169.3325552345066         151.4677867706286         186.5650487022151         
199.9999999999818         6061.236015638719         6063.772729072994         6062.18227815461          6064.751959945211         53.53475761373469         51.82941939442647         57.74334441927302         56.55652557712804         0.002513508294809823      0.001955866198948449      0.002609648049711426      0.004768503466002003      332.3095710834947         59.72791032775476         150.5022931228486         244.3102397292446         196.7668729374751         50.73460538563746         231.8314271709591         56.54925931657765         46.99484650826243         113.0444197490802         86.85609459370863         126.2396067291884         
209.9999999999782         6063.952447918843         6063.311080485173         6060.234980516872         6062.976156707996         53.09288657987879         51.90719255587927         57.49065950382973         57.13820692103957         0.002483374964987914      0.001955757130099127      0.003141459751679408      0.005270143643167211      330.5429304839927         58.4795696850797          148.660691794783          243.2788366051832         211.1228924559432         30.06448802963912         231.413178548366          39.09414630134194         333.5625563854541         67.8352171280473          29.58108151097223         76.79484208313012         
219.9999999999782         6063.461877284679         6065.725168776006         6061.215266473257         6065.477710182549         52.54432066076988         52.1629665841822          57.18679537626328         57.64024763166433         0.003027772115980837      0.002394873080625178      0.004351266590104611      0.005273581079139429      329.3301986000684         56.51527835074594         147.3472110002484         241.6722373982874         219.4813386883064         16.18169852779794         239.6777372124233         46.86751329461348         264.4877604061947         17.26408441039688         321.7018528092119         3.258921405264819         
229.9999999999782         6063.079118255299         6066.495259277047         6060.687519134816         6066.359215462328         52.97030968915618         51.66150944177232         57.70959390587807         57.15389085180622         0.003628657803079906      0.001665368227769199      0.005716137745800936      0.006208482787029251      328.4306901723447         54.70540406875998         146.4519756875446         240.2121296657919         236.33696708463           21.09757711766472         245.8398233523238         47.39413088576621         186.7895202005896         308.332077118002          255.8821429100782         296.6465276732537         
239.9999999999818         6066.337673433597         6066.078598892137         6058.819894091908         6066.098450930755         53.30912361388426         51.05764557512266         58.15112143750887         56.94240362321989         0.003298545223817566      0.001604666594932933      0.007122060556731836      0.006124044856099419      326.6116030757269         53.31593953525393         144.618980107547          239.1040143172165         257.447287588993          20.79172553763274         242.8276354253164         54.63917944675432         107.2534373577748         243.2431266685595         201.5424559967325         222.4010054853369         
249.9999999999782         6064.00707054752          6066.127763992223         6061.395320235656         6067.08995325551          52.7190309999646          51.28518797526494         57.76618077952902         57.66521430590988         0.004121579122845899      0.001497875651076214      0.005842806252699661      0.00647945295808224       324.9524167792908         52.05899062092817         142.8705830153716         238.0828427882985         236.4687444262828         42.69545825848027         240.2847969560775         64.00352651025668         69.41192573204106         155.8379790954427         147.0384789688311         147.0855749914798         
259.9999999999818         6063.742826611546         6065.62533617534          6061.11298947321          6066.531964545516         52.25139572554753         51.5731792558847          57.44524684506918         58.07531015423644         0.005544086175778951      0.001068648176113082      0.006312114629603928      0.006865476043246079      324.0765465307935         50.17566738106238         141.9156330915966         236.5509792982866         233.0026760277967         74.78466291204816         234.0586742939079         57.32698410082378         11.4047550982386          59.80635335759575         94.18557887739733         89.25394088800381         
269.9999999999818         6064.544942291993         6062.696187137815         6061.043416887832         6064.030723056632         52.672513540433           51.03096423790514         57.93578293500308         57.67420408709079         0.006016249506300987      0.00144687684564176       0.006861319752816428      0.007357347016222281      322.7049986621668         48.18330394738098         140.5545815102865         234.9920505798785         230.3417183528122         46.41691268012289         222.3789685004021         60.09216512490904         313.115129194245          23.98582749963291         46.80665575699824         20.22260193182399         
279.9999999999855         6062.663018440294         6063.734577420149         6062.904852544139         6065.036788721916         52.92723793341988         50.50417642311948         58.30478997701952         57.59611203523568         0.006593257575163992      0.002713025177678203      0.006307329307501342      0.009437745535741123      320.9330840005242         47.12131277080025         138.8150020999414         234.1749337835767         226.6680421541592         57.6258933174097          226.761513169776          58.80588141209197         257.9552303779183         306.6373420682835         344.3135399649406         312.7420149374907         
289.9999999999818         6061.690651979155         6062.297529452489         6063.528705135496         6062.676916637429         52.26400693094448         50.81130369620234         57.80080747681161         58.38849343096049         0.005919539963106276      0.004016563636805763      0.007064447414604962      0.01130130009717384       319.3949651712025         45.78259764904354         137.169335833052          233.0788309067617         229.0960011010725         70.21087793627372         226.7447077491971         59.70412125590283         196.7472957834353         228.3883511338436         285.8911937392354         244.9517673549205         
299.9999999999818         6062.271081949901         6063.013276636531         6063.064664754348         6063.509400354186         51.9899367339465          50.90317070267022         57.64259938696123         58.62389422388704         0.005965174017727274      0.00434636662004293       0.007195304956322829      0.01122477996064485       318.2220627641505         43.6737507767217          135.9894574598459         231.4077727805229         228.3441084021585         58.8038919952341          234.199344341159          61.64599812230789         137.2914817025365         176.07552622834           219.3969734471834         179.1236430850645         
309.9999999999818         6061.457632525133         6064.739444458298         6063.995145657206         6065.058506143512         52.61518647557735         50.2116308569455          58.32733556493844         58.00550156455066         0.006059735718679786      0.00358450544407752       0.007715209064117074      0.01156250562407853       317.0218995031527         42.02025938728495         134.8701135396731         230.1670923553834         217.3232647280986         58.4746512362566          243.0668106369706         58.20906258935886         88.22843990164692         112.508111029613          152.6553548416412         117.4879536571039         
319.9999999999855         6060.194869340096         6065.228054214646         6064.708216778999         6064.492370535966         52.70272766163335         49.76571602023307         58.54095543194501         58.10660423728136         0.005245698198661809      0.004411086624344338      0.008040874506407406      0.01350642373494859       315.1142952513621         40.75938511458331         132.9398543320808         229.2090588874704         217.3417402661382         51.7674075734117          239.9213156106601         55.64241984854525         29.17909492090586         53.47396746267254         99.09397174772397         52.64818911630358         
329.9999999999855         6062.613792610259         6066.179258048557         6062.391547451619         6066.342540345421         52.04113620354853         50.07848619866658         58.02779223830323         58.87741192136149         0.007407313824858721      0.00471536514721882       0.008910375324238473      0.01417095258288569       313.5696086897965         39.27798951290085         131.3610427475097         228.0163103808739         224.5380866949861         35.31792576741869         241.9364720568497         53.22672028288106         321.6764888071754         4.196401183165648         38.65875391616245         347.3062089477265         
339.9999999999818         6061.666969597289         6067.140571014372         6063.124529510633         6066.555798821999         51.94897109019361         50.10625254149136         58.02608200294945         58.85710816529308         0.008571449271201997      0.00421062865021579       0.01106668208107233       0.01511137867726648       312.7795678166083         37.29133818518299         130.5769233925631         226.4827769627931         231.1825565010078         34.46099510558675         237.8097509121377         51.06427142871011         253.2077950036079         300.935458639947          342.0326087787932         283.3202912731071         
349.9999999999745         6062.037452634942         6064.912323236835         6062.253036720029         6064.695155256478         52.43880285194446         49.42534855514156         58.61373325999505         58.42536974480894         0.009380364570930954      0.004970532170796032      0.01225886436385475       0.01563404921754311       311.1701337595016         35.39645919631215         128.9932056298093         225.1057926808748         238.0149134468403         37.26418542347309         234.0489588578467         55.51092776969944         187.3672568154863         233.6780299957348         286.5135121037416         213.2305746951851         
359.9999999999745         6064.322278694824         6064.943792552814         6060.371874765823         6065.330002261397         52.43662983851787         49.08625808376213         58.6905120736131          58.69782708212058         0.009701015900186946      0.00415925774552731       0.01204444500615949       0.016878606119635         309.3488178663708         34.35481419588504         127.166177384705          224.3296572708614         232.1759853256052         42.69882062044543         236.5350734300905         57.49030946039659         135.7100089910555         162.8313446114943         227.0785594122148         145.6783439978776         
369.9999999999782         6063.372281352682         6064.574442626353         6060.895197212956         6064.008845516747         51.69241061471962         49.53053986505779         58.09301946186443         59.47952657316888         0.01072873040888128       0.003549332912427641      0.01223826538181408       0.01753555619644949       308.1496212067476         32.85684909274345         125.9216870507162         223.1126292767071         234.4193112125483         45.56029183407819         234.3755747014485         52.20785289029056         73.75768136090566         95.23062180366983         171.8050263400763         86.2105208225277          
