Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","-0.02182","0.00000"
"0.00100","0.00000","-0.02189","0.00000"
"0.00200","0.00000","-0.02163","0.00000"
"0.00300","0.00000","-0.02105","0.00000"
"0.00400","0.00000","-0.01980","0.00000"
"0.00500","0.00000","-0.01750","0.00000"
"0.00600","0.00000","-0.01421","0.00000"
"0.00700","0.00000","-0.01038","0.00000"
"0.00800","0.00000","-0.00652","0.00000"
"0.00900","0.00000","-0.00305","0.00000"
"0.01000","0.00000","-0.00015","0.00000"
"0.01100","0.00000","0.00213","0.00000"
"0.01200","0.00000","0.00363","0.00000"
"0.01300","0.00000","0.00403","0.00000"
"0.01400","0.00000","0.00316","0.00000"
"0.01500","0.00000","0.00119","0.00000"
"0.01600","0.00000","-0.00146","0.00000"
"0.01700","0.00000","-0.00426","0.00000"
"0.01800","0.00000","-0.00673","0.00000"
"0.01900","0.00000","-0.00877","0.00000"
"0.02000","0.00001","-0.01055","0.00000"
"0.02100","0.00001","-0.01230","0.00000"
"0.02200","0.00001","-0.01432","0.00000"
"0.02300","0.00001","-0.01694","0.00000"
"0.02400","0.00002","-0.02041","0.00000"
"0.02500","0.00002","-0.02463","0.00000"
"0.02600","0.00002","-0.02910","0.00000"
"0.02700","0.00003","-0.03334","0.00000"
"0.02800","0.00003","-0.03707","0.00000"
"0.02900","0.00004","-0.03984","0.00000"
"0.03000","0.00005","-0.04101","0.00000"
"0.03100","0.00005","-0.04034","0.00000"
"0.03200","0.00006","-0.03824","0.00000"
"0.03300","0.00007","-0.03530","0.00000"
"0.03400","0.00008","-0.03212","0.00000"
"0.03500","0.00009","-0.02945","0.00000"
"0.03600","0.00010","-0.02784","0.00000"
"0.03700","0.00011","-0.02718","0.00000"
"0.03800","0.00012","-0.02699","0.00000"
"0.03900","0.00013","-0.02696","0.00000"
"0.04000","0.00014","-0.02685","0.00000"
"0.04100","0.00016","-0.02636","0.00000"
"0.04200","0.00017","-0.02545","0.00000"
"0.04300","0.00019","-0.02430","0.00000"
"0.04400","0.00021","-0.02283","0.00000"
"0.04500","0.00023","-0.02065","0.00000"
"0.04600","0.00024","-0.01753","0.00000"
"0.04700","0.00027","-0.01364","0.00000"
"0.04800","0.00029","-0.00938","0.00000"
"0.04900","0.00031","-0.00524","0.00000"
"0.05000","0.00033","-0.00172","0.00000"
"0.05100","0.00036","0.00091","0.00000"
"0.05200","0.00039","0.00277","0.00000"
"0.05300","0.00041","0.00397","0.00000"
"0.05400","0.00044","0.00466","0.00000"
"0.05500","0.00047","0.00524","0.00000"
"0.05600","0.00051","0.00623","0.00000"
