Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","-0.04002","-0.00003"
"0.00100","0.00000","-0.03775","-0.00003"
"0.00200","0.00000","-0.03474","-0.00003"
"0.00300","0.00000","-0.03088","-0.00003"
"0.00400","0.00000","-0.02601","-0.00003"
"0.00500","0.00000","-0.02016","-0.00003"
"0.00600","0.00000","-0.01355","-0.00003"
"0.00700","0.00000","-0.00673","-0.00003"
"0.00800","0.00000","-0.00052","-0.00003"
"0.00900","0.00000","0.00428","-0.00003"
"0.01000","0.00000","0.00734","-0.00003"
"0.01100","0.00000","0.00893","-0.00003"
"0.01200","0.00000","0.00954","-0.00003"
"0.01300","0.00000","0.00987","-0.00003"
"0.01400","0.00000","0.01061","-0.00003"
"0.01500","0.00000","0.01216","-0.00003"
"0.01600","0.00000","0.01430","-0.00003"
"0.01700","0.00000","0.01657","-0.00003"
"0.01800","0.00000","0.01877","-0.00003"
"0.01900","0.00000","0.02101","-0.00003"
"0.02000","0.00001","0.02337","-0.00003"
"0.02100","0.00001","0.02568","-0.00003"
"0.02200","0.00001","0.02751","-0.00003"
"0.02300","0.00001","0.02870","-0.00003"
"0.02400","0.00002","0.02949","-0.00003"
"0.02500","0.00002","0.03032","-0.00004"
"0.02600","0.00002","0.03155","-0.00004"
"0.02700","0.00003","0.03342","-0.00004"
"0.02800","0.00003","0.03617","-0.00004"
"0.02900","0.00004","0.04008","-0.00004"
"0.03000","0.00004","0.04523","-0.00004"
"0.03100","0.00005","0.05139","-0.00004"
"0.03200","0.00006","0.05812","-0.00004"
"0.03300","0.00007","0.06506","-0.00004"
"0.03400","0.00008","0.07201","-0.00004"
"0.03500","0.00008","0.07870","-0.00004"
"0.03600","0.00009","0.08471","-0.00004"
"0.03700","0.00011","0.08971","-0.00004"
"0.03800","0.00012","0.09362","-0.00004"
"0.03900","0.00013","0.09626","-0.00004"
"0.04000","0.00014","0.09749","-0.00004"
"0.04100","0.00016","0.09760","-0.00004"
"0.04200","0.00017","0.09718","-0.00004"
"0.04300","0.00018","0.09688","-0.00004"
"0.04400","0.00020","0.09703","-0.00004"
"0.04500","0.00022","0.09730","-0.00004"
"0.04600","0.00024","0.09704","-0.00004"
"0.04700","0.00026","0.09609","-0.00004"
"0.04800","0.00028","0.09480","-0.00004"
"0.04900","0.00030","0.09368","-0.00004"
"0.05000","0.00032","0.09297","-0.00004"
"0.05100","0.00034","0.09247","-0.00004"
"0.05200","0.00037","0.09156","-0.00004"
"0.05300","0.00039","0.08979","-0.00004"
"0.05400","0.00042","0.08713","-0.00004"
"0.05500","0.00045","0.08374","-0.00004"
"0.05600","0.00048","0.08016","-0.00004"
"0.05700","0.00051","0.07709","-0.00004"
"0.05800","0.00055","0.07470","-0.00004"
"0.05900","0.00058","0.07243","-0.00004"
"0.06000","0.00062","0.06943","-0.00004"
"0.06100","0.00066","0.06525","-0.00004"
"0.06200","0.00070","0.06019","-0.00004"
"0.06300","0.00074","0.05491","-0.00004"
"0.06400","0.00078","0.04983","-0.00004"
"0.06500","0.00083","0.04468","-0.00004"
"0.06600","0.00087","0.03906","-0.00004"
"0.06700","0.00092","0.03299","-0.00004"
"0.06800","0.00097","0.02721","-0.00004"
"0.06900","0.00102","0.02288","-0.00004"
"0.07000","0.00108","0.02064","-0.00004"
"0.07100","0.00113","0.01997","-0.00004"
"0.07200","0.00119","0.01979","-0.00004"
"0.07300","0.00125","0.01927","-0.00004"
"0.07400","0.00132","0.01783","-0.00004"
"0.07500","0.00138","0.01500","-0.00004"
