0	0
0.002	0.002891
0.004	0.005782
0.006	0.002891
0.008	0
0.01	0.005782
0.012	0.002891
0.014	0.002891
0.016	0.005782
0.018	0
0.02	0.005782
0.022	0.002891
0.024	0.002891
0.026	0
0.028	0.002891
0.03	-0.002891
0.032	0.002891
0.034	0.002891
0.036	0.002891
0.038	-0.002891
0.04	0
0.042	0
0.044	0
0.046	-0.002891
0.048	0.002891
0.05	0
0.052	0
0.054	0
0.056	0
0.058	-0.002891
0.06	-0.002891
0.062	-0.005782
0.064	-0.002891
0.066	-0.002891
0.068	-0.002891
0.07	-0.005782
0.072	0
0.074	-0.005782
0.076	-0.002891
0.078	-0.008672
0.08	-0.002891
0.082	-0.008672
0.084	-0.002891
0.086	-0.002891
0.088	0
0.09	-0.002891
0.092	-0.005782
0.094	-0.008672
0.096	-0.008672
0.098	-0.005782
0.1	-0.002891
0.102	-0.002891
0.104	-0.008672
0.106	-0.005782
0.108	-0.005782
0.11	-0.002891
0.112	-0.005782
0.114	-0.011563
0.116	-0.014454
0.118	-0.008672
0.12	-0.002891
0.122	-0.005782
0.124	-0.005782
0.126	-0.002891
0.128	-0.008672
0.13	-0.002891
0.132	-0.002891
0.134	-0.002891
0.136	-0.002891
0.138	0
0.14	-0.005782
0.142	-0.002891
0.144	-0.002891
0.146	0
0.148	0
0.15	0
0.152	-0.002891
0.154	0
0.156	-0.002891
0.158	-0.002891
0.16	0
0.162	0
0.164	0
0.166	0
0.168	0.002891
0.17	0.005782
0.172	0.002891
0.174	0.005782
0.176	-0.002891
0.178	0
0.18	0
0.182	0
0.184	0.002891
0.186	0.005782
0.188	0.005782
0.19	0.008672
0.192	0.005782
0.194	0.008672
0.196	0.005782
0.198	0.002891
0.2	0.005782
0.202	0.005782
0.204	0.008672
0.206	0.011563
0.208	0.002891
0.21	0.005782
0.212	0.005782
0.214	0.002891
0.216	0.005782
0.218	0.005782
0.22	0.008672
0.222	0.011563
0.224	0.008672
0.226	0.008672
0.228	0.002891
0.23	0.005782
0.232	0.002891
0.234	0
0.236	0.005782
0.238	0.002891
0.24	0.002891
0.242	0.005782
0.244	0.002891
0.246	0.005782
0.248	0.002891
0.25	-0.002891
0.252	0.005782
0.254	0.005782
0.256	0.005782
0.258	0.005782
0.26	0
0.262	0.002891
0.264	0
0.266	0.002891
0.268	0.005782
0.27	0.002891
0.272	0
0.274	0
0.276	0
0.278	0
0.28	-0.002891
0.282	0
0.284	0
0.286	0.002891
0.288	-0.002891
0.29	0
0.292	0
0.294	-0.002891
0.296	-0.002891
0.298	0
0.3	0.002891
0.302	-0.002891
0.304	0.002891
0.306	0
0.308	0
0.31	0
0.312	0
0.314	-0.002891
0.316	0
0.318	-0.002891
0.32	0
0.322	0.005782
0.324	0
0.326	-0.002891
0.328	0.005782
