Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","-0.07197","0.00000"
"0.50000","0.08994","-0.11303","0.00000"
"1.00000","0.19003","-0.08962","0.00000"
"1.50000","0.28988","-0.10835","0.00000"
"2.00000","0.39002","-0.00816","0.00000"
"2.50000","0.49002","-0.06418","0.00000"
"3.00000","0.58989","0.04563","0.00000"
"3.50000","0.68997","-0.05625","-0.00001"
"4.00000","0.79004","-0.01063","-0.00001"
"4.50000","0.88984","0.09296","-0.00001"
"5.00000","0.99005","-0.07121","-0.00001"
"5.50000","1.08997","0.10663","-0.00001"
"6.00000","1.18987","0.10256","-0.00002"
"6.50000","1.29008","0.18675","-0.00002"
"7.00000","1.38995","0.10693","-0.00002"
"7.50000","1.48985","0.11127","-0.00002"
"8.00000","1.59008","0.07209","-0.00002"
"8.50000","1.68996","0.19431","-0.00003"
"9.00000","1.78990","0.19049","-0.00003"
"9.50000","1.89005","0.17412","-0.00003"
"10.00000","1.98997","0.13223","-0.00003"
"10.50000","2.08984","0.27249","-0.00003"
"11.00000","2.19007","0.23840","-0.00004"
"11.50000","2.28994","0.18603","-0.00004"
"12.00000","2.38988","0.32221","-0.00004"
"12.50000","2.49009","0.18791","-0.00004"
"13.00000","2.58993","0.32930","-0.00004"
"13.50000","2.68993","0.27174","-0.00005"
"14.00000","2.79010","0.34652","-0.00005"
"14.50000","2.88991","0.36262","-0.00005"
"15.00000","2.98993","0.53382","-0.00005"
"15.50000","3.09009","0.31980","-0.00005"
"16.00000","3.18990","0.27382","-0.00006"
"16.50000","3.28993","0.50044","-0.00006"
"17.00000","3.39011","0.43685","-0.00006"
"17.50000","3.48988","0.40099","-0.00006"
"18.00000","3.58993","0.45819","-0.00007"
"18.50000","3.69013","0.42270","-0.00007"
"19.00000","3.78989","0.44359","-0.00007"
"19.50000","3.88996","0.55284","-0.00007"
"20.00000","3.99010","0.47317","-0.00007"
"20.50000","4.08989","0.47786","-0.00008"
"21.00000","4.18996","0.59669","-0.00008"
"21.50000","4.29008","0.52790","-0.00008"
"22.00000","4.38989","0.63539","-0.00008"
"22.50000","4.48998","0.54554","-0.00008"
"23.00000","4.59004","0.70687","-0.00009"
"23.50000","4.68981","0.58540","-0.00009"
"24.00000","4.78997","0.60827","-0.00009"
"24.50000","4.89008","0.64927","-0.00009"
