Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","-0.05330","0.00000"
"0.50000","0.08888","0.00170","0.00000"
"1.00000","0.18895","-0.04348","0.00000"
"1.50000","0.28874","-0.07037","0.00000"
"2.00000","0.38888","0.04092","0.00000"
"2.50000","0.48889","-0.13670","0.00000"
"3.00000","0.58878","0.05736","0.00000"
"3.50000","0.68886","0.05282","0.00000"
"4.00000","0.78890","0.07218","0.00000"
"4.50000","0.88875","0.00745","0.00000"
"5.00000","0.98890","0.18113","0.00000"
"5.50000","1.08883","0.08416","0.00000"
"6.00000","1.18874","0.10614","0.00000"
"6.50000","1.28900","0.19236","0.00000"
"7.00000","1.38883","0.11021","0.00000"
"7.50000","1.48873","0.17267","0.00000"
"8.00000","1.58896","0.16769","0.00000"
"8.50000","1.68883","0.10946","0.00000"
"9.00000","1.78876","0.20357","0.00000"
"9.50000","1.88896","0.19948","0.00000"
"10.00000","1.98883","0.26617","0.00000"
"10.50000","2.08873","0.28258","0.00000"
"11.00000","2.18896","0.24014","0.00000"
"11.50000","2.28882","0.33156","0.00000"
"12.00000","2.38873","0.35069","-0.00001"
"12.50000","2.48899","0.38212","-0.00001"
"13.00000","2.58880","0.32916","-0.00001"
"13.50000","2.68882","0.39099","-0.00001"
"14.00000","2.78899","0.38798","-0.00001"
"14.50000","2.88878","0.36057","-0.00001"
"15.00000","2.98881","0.34452","-0.00001"
"15.50000","3.08896","0.40499","-0.00001"
"16.00000","3.18878","0.33402","-0.00001"
"16.50000","3.28884","0.57562","-0.00001"
"17.00000","3.38898","0.49869","-0.00001"
"17.50000","3.48875","0.47085","-0.00001"
"18.00000","3.58883","0.50206","-0.00001"
"18.50000","3.68901","0.52327","-0.00001"
"19.00000","3.78877","0.41141","-0.00001"
"19.50000","3.88884","0.39266","-0.00001"
"20.00000","3.98897","0.53399","-0.00001"
"20.50000","4.08876","0.52919","-0.00001"
"21.00000","4.18884","0.55527","-0.00001"
"21.50000","4.28894","0.58691","-0.00001"
"22.00000","4.38876","0.58928","-0.00001"
"22.50000","4.48887","0.64545","-0.00001"
"23.00000","4.58896","0.52801","-0.00001"
"23.50000","4.68867","0.68207","-0.00001"
"24.00000","4.78889","0.81760","-0.00001"
"24.50000","4.88893","0.67319","-0.00001"
"25.00000","4.98876","0.69505","-0.00001"
"25.50000","5.08887","0.65650","-0.00001"
"26.00000","5.18890","0.66482","-0.00001"
"26.50000","5.28872","0.64137","-0.00001"
"27.00000","5.38892","0.74849","-0.00001"
"27.50000","5.48886","0.82904","-0.00001"
"28.00000","5.58874","0.77676","-0.00001"
"28.50000","5.68890","0.80224","-0.00001"
"29.00000","5.78889","0.78990","-0.00001"
"29.50000","5.88875","0.88329","-0.00001"
"30.00000","5.98896","0.93062","-0.00001"
"30.50000","6.08880","0.92718","-0.00001"
"31.00000","6.18877","0.94841","-0.00001"
"31.50000","6.28885","0.88412","-0.00001"
"32.00000","6.38884","0.98570","-0.00001"
"32.50000","6.48873","0.94839","-0.00001"
"33.00000","6.58898","1.01041","-0.00001"
"33.50000","6.68878","0.95417","-0.00001"
"34.00000","6.78879","1.07970","-0.00001"
"34.50000","6.88897","1.05007","-0.00001"
"35.00000","6.98878","1.12352","-0.00001"
"35.50000","7.08879","1.10799","-0.00001"
"36.00000","7.18899","1.19075","-0.00001"
"36.50000","7.28877","1.12526","-0.00001"
"37.00000","7.38878","1.11290","-0.00001"
"37.50000","7.48895","1.07749","-0.00001"
"38.00000","7.58878","1.15843","-0.00001"
"38.50000","7.68876","1.13533","-0.00001"
"39.00000","7.78903","1.15531","-0.00001"
"39.50000","7.88873","1.16803","-0.00001"
"40.00000","7.98884","1.20807","-0.00001"
"40.50000","8.08899","1.22244","-0.00001"
"41.00000","8.18879","1.31397","-0.00001"
"41.50000","8.28881","1.21383","-0.00001"
"42.00000","8.38897","1.24089","-0.00001"
"42.50000","8.48877","1.26326","-0.00001"
"43.00000","8.58887","1.28737","-0.00001"
"43.50000","8.68893","1.29368","-0.00001"
"44.00000","8.78875","1.25975","-0.00001"
"44.50000","8.88885","1.28785","-0.00001"
"45.00000","8.98894","1.40621","-0.00001"
"45.50000","9.08876","1.38305","-0.00001"
"46.00000","9.18890","1.46707","-0.00001"
"46.50000","9.28891","1.47396","-0.00001"
"47.00000","9.38877","1.47034","-0.00001"
"47.50000","9.48884","1.45060","-0.00001"
"48.00000","9.58894","1.56023","-0.00001"
"48.50000","9.68875","1.54629","-0.00002"
"49.00000","9.78892","1.58336","-0.00002"
"49.50000","9.88886","1.55430","-0.00002"
"50.00000","9.98877","1.62186","-0.00002"
"50.50000","10.08890","1.56467","-0.00002"
"51.00000","10.18889","1.59892","-0.00002"
"51.50000","10.28872","1.59489","-0.00002"
"52.00000","10.38892","1.56243","-0.00002"
"52.50000","10.48882","1.70940","-0.00002"
"53.00000","10.58875","1.68491","-0.00002"
"53.50000","10.68898","1.69672","-0.00002"
"54.00000","10.78881","1.64599","-0.00002"
"54.50000","10.88878","1.69000","-0.00002"
"55.00000","10.98901","1.67982","-0.00002"
"55.50000","11.08878","1.70770","-0.00002"
"56.00000","11.18880","1.65632","-0.00002"
"56.50000","11.28898","1.71760","-0.00002"
"57.00000","11.38881","1.86733","-0.00002"
"57.50000","11.48876","1.88713","-0.00002"
"58.00000","11.58899","1.90524","-0.00002"
"58.50000","11.68878","1.86857","-0.00002"
"59.00000","11.78875","1.95327","-0.00002"
"59.50000","11.88901","1.94667","-0.00002"
"60.00000","11.98879","1.83634","-0.00002"
"60.50000","12.08882","1.93703","-0.00002"
"61.00000","12.18897","1.85458","-0.00002"
"61.50000","12.28880","1.93675","-0.00002"
"62.00000","12.38884","2.04393","-0.00002"
"62.50000","12.48901","2.01779","-0.00002"
"63.00000","12.58874","1.99582","-0.00002"
"63.50000","12.68883","2.12613","-0.00002"
"64.00000","12.78898","1.96871","-0.00002"
"64.50000","12.88875","2.10509","-0.00002"
"65.00000","12.98884","2.04644","-0.00002"
"65.50000","13.08901","2.07605","-0.00002"
"66.00000","13.18875","2.14636","-0.00002"
"66.50000","13.28886","2.11368","-0.00002"
"67.00000","13.38893","2.07526","-0.00002"
"67.50000","13.48878","2.16048","-0.00002"
"68.00000","13.58884","2.11614","-0.00002"
"68.50000","13.68893","2.16690","-0.00002"
"69.00000","13.78876","2.24645","-0.00002"
"69.50000","13.88889","2.26088","-0.00002"
"70.00000","13.98890","2.25265","-0.00002"
"70.50000","14.08878","2.17265","-0.00002"
"71.00000","14.18887","2.09000","-0.00002"
"71.50000","14.28891","2.14322","-0.00002"
"72.00000","14.38875","2.21018","-0.00002"
"72.50000","14.48888","2.20839","-0.00002"
"73.00000","14.58885","2.37057","-0.00002"
"73.50000","14.68871","2.41894","-0.00002"
"74.00000","14.78894","2.33381","-0.00002"
"74.50000","14.88882","2.38911","-0.00002"
"75.00000","14.98874","2.40726","-0.00002"
"75.50000","15.08897","2.34616","-0.00002"
"76.00000","15.18881","2.43168","-0.00002"
"76.50000","15.28876","2.43715","-0.00002"
"77.00000","15.38897","2.51235","-0.00002"
"77.50000","15.48885","2.40785","-0.00002"
"78.00000","15.58875","2.44803","-0.00002"
"78.50000","15.68894","2.48041","-0.00002"
