Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","-0.03269","0.00000"
"0.50000","0.08982","0.03296","0.00000"
"1.00000","0.18989","-0.02259","0.00000"
"1.50000","0.28975","0.03045","0.00000"
"2.00000","0.38987","-0.00585","0.00000"
"2.50000","0.48987","-0.14368","0.00000"
"3.00000","0.58976","0.01018","0.00000"
"3.50000","0.68984","-0.10285","0.00000"
"4.00000","0.78988","-0.09802","-0.00001"
"4.50000","0.88972","0.03870","-0.00001"
"5.00000","0.98989","-0.02235","-0.00001"
"5.50000","1.08983","0.02477","-0.00001"
"6.00000","1.18974","0.06042","-0.00001"
"6.50000","1.28994","0.03288","-0.00001"
"7.00000","1.38984","0.05848","-0.00001"
"7.50000","1.48971","0.10373","-0.00002"
"8.00000","1.58992","0.18336","-0.00002"
"8.50000","1.68982","0.06844","-0.00002"
"9.00000","1.78974","0.14308","-0.00002"
"9.50000","1.88991","0.28283","-0.00002"
"10.00000","1.98983","0.25008","-0.00002"
"10.50000","2.08969","0.26761","-0.00003"
"11.00000","2.18992","0.17923","-0.00003"
"11.50000","2.28979","0.22437","-0.00003"
"12.00000","2.38974","0.26592","-0.00003"
"12.50000","2.48995","0.33552","-0.00003"
"13.00000","2.58978","0.35944","-0.00003"
"13.50000","2.68978","0.24253","-0.00004"
"14.00000","2.78995","0.31594","-0.00004"
"14.50000","2.88977","0.33387","-0.00004"
"15.00000","2.98978","0.33128","-0.00004"
"15.50000","3.08993","0.32080","-0.00004"
"16.00000","3.18975","0.33767","-0.00004"
"16.50000","3.28977","0.40213","-0.00005"
"17.00000","3.38996","0.47709","-0.00005"
"17.50000","3.48974","0.49960","-0.00005"
"18.00000","3.58977","0.38594","-0.00005"
"18.50000","3.68998","0.45114","-0.00005"
"19.00000","3.78975","0.39417","-0.00005"
"19.50000","3.88982","0.52128","-0.00006"
"20.00000","3.98996","0.43720","-0.00006"
"20.50000","4.08975","0.59139","-0.00006"
"21.00000","4.18981","0.55355","-0.00006"
"21.50000","4.28993","0.60167","-0.00006"
"22.00000","4.38975","0.53419","-0.00006"
