Time,Extension,Load,Strain Gage18
(s),(mm),(N),(mm/mm)
"0.00000","0.00000","0.04233","0.00000"
"0.50000","0.08980","-0.02617","0.00000"
"1.00000","0.18990","-0.04497","0.00000"
"1.50000","0.28973","0.00519","0.00000"
"2.00000","0.38985","-0.05022","0.00000"
"2.50000","0.48986","-0.00597","0.00000"
"3.00000","0.58974","-0.01425","0.00000"
"3.50000","0.68983","0.00968","0.00000"
"4.00000","0.78988","-0.01365","0.00000"
"4.50000","0.88972","0.05373","0.00000"
"5.00000","0.98989","0.07191","0.00000"
"5.50000","1.08981","-0.00944","0.00000"
"6.00000","1.18971","0.09308","0.00000"
"6.50000","1.28994","0.12650","0.00000"
"7.00000","1.38982","0.06345","0.00000"
"7.50000","1.48969","0.19914","0.00000"
"8.00000","1.58992","0.15643","0.00000"
"8.50000","1.68980","0.17119","0.00000"
"9.00000","1.78975","0.15161","0.00000"
"9.50000","1.88990","0.17577","0.00001"
"10.00000","1.98982","0.27580","0.00001"
"10.50000","2.08969","0.25224","0.00001"
"11.00000","2.18992","0.27210","0.00001"
"11.50000","2.28978","0.31829","0.00001"
"12.00000","2.38972","0.34100","0.00001"
"12.50000","2.48994","0.28272","0.00001"
"13.00000","2.58977","0.39225","0.00001"
"13.50000","2.68977","0.34824","0.00001"
"14.00000","2.78995","0.41116","0.00001"
"14.50000","2.88976","0.34507","0.00001"
"15.00000","2.98977","0.43723","0.00001"
"15.50000","3.08992","0.36534","0.00001"
"16.00000","3.18974","0.45089","0.00001"
"16.50000","3.28977","0.35646","0.00001"
"17.00000","3.38995","0.47144","0.00001"
"17.50000","3.48974","0.46946","0.00001"
"18.00000","3.58975","0.42986","0.00001"
"18.50000","3.68997","0.51627","0.00001"
"19.00000","3.78973","0.45274","0.00001"
"19.50000","3.88981","0.51055","0.00001"
"20.00000","3.98995","0.58226","0.00001"
"20.50000","4.08973","0.46615","0.00001"
"21.00000","4.18980","0.47667","0.00002"
"21.50000","4.28991","0.59232","0.00002"
"22.00000","4.38974","0.66161","0.00002"
"22.50000","4.48981","0.61826","0.00002"
"23.00000","4.58988","0.63091","0.00002"
"23.50000","4.68965","0.70033","0.00002"
"24.00000","4.78985","0.68923","0.00002"
"24.50000","4.88990","0.72316","0.00002"
"25.00000","4.98973","0.63166","0.00002"
"25.50000","5.08983","0.69852","0.00002"
"26.00000","5.18987","0.69423","0.00002"
"26.50000","5.28969","0.75545","0.00002"
"27.00000","5.38986","0.81340","0.00002"
"27.50000","5.48985","0.79079","0.00002"
"28.00000","5.58971","0.84773","0.00002"
"28.50000","5.68988","0.73784","0.00002"
"29.00000","5.78986","0.80937","0.00002"
"29.50000","5.88968","0.94742","0.00002"
"30.00000","5.98990","0.90289","0.00002"
"30.50000","6.08978","0.87960","0.00002"
"31.00000","6.18973","0.85784","0.00002"
"31.50000","6.28983","0.94372","0.00002"
"32.00000","6.38981","0.94698","0.00002"
"32.50000","6.48971","1.04261","0.00003"
"33.00000","6.58993","0.97838","0.00003"
"33.50000","6.68975","1.03300","0.00003"
"34.00000","6.78976","1.06315","0.00003"
"34.50000","6.88992","1.01927","0.00003"
"35.00000","6.98977","1.03622","0.00003"
"35.50000","7.08976","1.14225","0.00003"
"36.00000","7.18995","1.03752","0.00003"
"36.50000","7.28977","1.17694","0.00003"
"37.00000","7.38973","1.13075","0.00003"
"37.50000","7.48992","1.17133","0.00003"
"38.00000","7.58976","1.26232","0.00003"
"38.50000","7.68973","1.16527","0.00003"
"39.00000","7.79000","1.22571","0.00003"
"39.50000","7.88972","1.26007","0.00003"
"40.00000","7.98980","1.28512","0.00003"
"40.50000","8.08996","1.23979","0.00003"
"41.00000","8.18972","1.23478","0.00003"
"41.50000","8.28978","1.24433","0.00003"
"42.00000","8.38993","1.25386","0.00003"
"42.50000","8.48973","1.28268","0.00003"
"43.00000","8.58983","1.32018","0.00003"
"43.50000","8.68993","1.41526","0.00003"
"44.00000","8.78973","1.45517","0.00003"
"44.50000","8.88980","1.35122","0.00004"
"45.00000","8.98992","1.39490","0.00004"
"45.50000","9.08970","1.34256","0.00004"
"46.00000","9.18985","1.46245","0.00004"
"46.50000","9.28989","1.44121","0.00004"
"47.00000","9.38975","1.38834","0.00004"
"47.50000","9.48980","1.37743","0.00004"
"48.00000","9.58993","1.48299","0.00004"
"48.50000","9.68974","1.44111","0.00004"
"49.00000","9.78987","1.40333","0.00004"
"49.50000","9.88981","1.46581","0.00004"
"50.00000","9.98973","1.45386","0.00004"
"50.50000","10.08984","1.66868","0.00004"
"51.00000","10.18986","1.56385","0.00004"
"51.50000","10.28968","1.63195","0.00004"
"52.00000","10.38988","1.63904","0.00004"
"52.50000","10.48980","1.62513","0.00004"
"53.00000","10.58972","1.67356","0.00004"
"53.50000","10.68993","1.67476","0.00004"
"54.00000","10.78980","1.75229","0.00004"
"54.50000","10.88973","1.68412","0.00004"
"55.00000","10.98995","1.74852","0.00004"
"55.50000","11.08977","1.75758","0.00005"
